FeatureCode,DateCode,Measurement,Units,Value,Age,Sex,Migration Source,Migration Type
S92000003,2018,Count,People,54,11 years,Female,To-from Overseas,Out
S92000003,2003,Count,People,279,31 years,Female,To-from Overseas,In
S92000003,2003,Count,People,268,32 years,Female,To-from Overseas,In
S92000003,2003,Count,People,353,30 years,Female,To-from Overseas,In
S92000003,2017,Count,People,4,80 years,Female,To-from Overseas,In
S92000003,2017,Count,People,1,81 years,Female,To-from Overseas,In
S92000003,2017,Count,People,3,78 years,Female,To-from Overseas,In
S92000003,2017,Count,People,6,79 years,Female,To-from Overseas,In
S92000003,2017,Count,People,7,76 years,Female,To-from Overseas,In
S92000003,2017,Count,People,9,75 years,Female,To-from Overseas,In
S92000003,2018,Count,People,11,79 years,Female,To-from Overseas,Out
S92000003,2016,Count,People,112,13 years,Female,To-from Overseas,In
S92000003,2016,Count,People,124,12 years,Female,To-from Overseas,In
S92000003,2016,Count,People,131,10 years,Female,To-from Overseas,In
S92000003,2016,Count,People,449,18 years,Female,To-from Overseas,In
S92000003,2016,Count,People,103,11 years,Female,To-from Overseas,In
S92000003,2016,Count,People,139,17 years,Female,To-from Overseas,In
S92000003,2017,Count,People,2,83 years,Female,To-from Overseas,In
S92000003,2017,Count,People,0,84 years,Female,To-from Overseas,In
S92000003,2017,Count,People,1,82 years,Female,To-from Overseas,In
S92000003,2017,Count,People,0,89 years,Female,To-from Overseas,In
S92000003,2017,Count,People,4,90 years,Female,To-from Overseas,In
S92000003,2017,Count,People,2,86 years,Female,To-from Overseas,In
S92000003,2017,Count,People,2,88 years,Female,To-from Overseas,In
S92000003,2017,Count,People,9,73 years,Female,To-from Overseas,In
S92000003,2017,Count,People,2,87 years,Female,To-from Overseas,In
S92000003,2017,Count,People,5,77 years,Female,To-from Overseas,In
S92000003,2018,Count,People,9,80 years,Female,To-from Overseas,Out
S92000003,2017,Count,People,7,74 years,Female,To-from Overseas,In
S92000003,2015,Count,People,57,55 years,Female,To-from Overseas,In
S92000003,2015,Count,People,65,54 years,Female,To-from Overseas,In
S92000003,2015,Count,People,63,50 years,Female,To-from Overseas,In
S92000003,2015,Count,People,70,49 years,Female,To-from Overseas,In
S92000003,2015,Count,People,28,66 years,Female,To-from Overseas,In
S92000003,2015,Count,People,25,67 years,Female,To-from Overseas,In
S92000003,2015,Count,People,71,48 years,Female,To-from Overseas,In
S92000003,2015,Count,People,140,42 years,Female,To-from Overseas,In
S92000003,2015,Count,People,212,38 years,Female,To-from Overseas,In
S92000003,2015,Count,People,60,52 years,Female,To-from Overseas,In
S92000003,2015,Count,People,59,51 years,Female,To-from Overseas,In
S92000003,2015,Count,People,82,47 years,Female,To-from Overseas,In
S92000003,2015,Count,People,168,40 years,Female,To-from Overseas,In
S92000003,2015,Count,People,113,44 years,Female,To-from Overseas,In
S92000003,2015,Count,People,20,69 years,Female,To-from Overseas,In
S92000003,2015,Count,People,109,46 years,Female,To-from Overseas,In
S92000003,2015,Count,People,167,39 years,Female,To-from Overseas,In
S92000003,2018,Count,People,63,49 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,61,50 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,123,43 years,Female,To-from Overseas,In
S92000003,2015,Count,People,15,70 years,Female,To-from Overseas,In
S92000003,2015,Count,People,11,74 years,Female,To-from Overseas,In
S92000003,2015,Count,People,26,68 years,Female,To-from Overseas,In
S92000003,2015,Count,People,18,73 years,Female,To-from Overseas,In
S92000003,2015,Count,People,89,45 years,Female,To-from Overseas,In
S92000003,2015,Count,People,16,71 years,Female,To-from Overseas,In
S92000003,2015,Count,People,263,1 year,Female,To-from Overseas,In
S92000003,2015,Count,People,255,2 years,Female,To-from Overseas,In
S92000003,2015,Count,People,37,64 years,Female,To-from Overseas,In
S92000003,2015,Count,People,53,57 years,Female,To-from Overseas,In
S92000003,2015,Count,People,179,5 years,Female,To-from Overseas,In
S92000003,2015,Count,People,114,9 years,Female,To-from Overseas,In
S92000003,2015,Count,People,209,3 years,Female,To-from Overseas,In
S92000003,2015,Count,People,41,59 years,Female,To-from Overseas,In
S92000003,2015,Count,People,36,61 years,Female,To-from Overseas,In
S92000003,2015,Count,People,83,12 years,Female,To-from Overseas,In
S92000003,2015,Count,People,46,60 years,Female,To-from Overseas,In
S92000003,2015,Count,People,44,58 years,Female,To-from Overseas,In
S92000003,2015,Count,People,14,72 years,Female,To-from Overseas,In
S92000003,2015,Count,People,193,4 years,Female,To-from Overseas,In
S92000003,2015,Count,People,113,15 years,Female,To-from Overseas,In
S92000003,2015,Count,People,136,16 years,Female,To-from Overseas,In
S92000003,2015,Count,People,131,41 years,Female,To-from Overseas,In
S92000003,2015,Count,People,49,56 years,Female,To-from Overseas,In
S92000003,2015,Count,People,51,53 years,Female,To-from Overseas,In
S92000003,2015,Count,People,131,8 years,Female,To-from Overseas,In
S92000003,2015,Count,People,136,17 years,Female,To-from Overseas,In
S92000003,2015,Count,People,161,6 years,Female,To-from Overseas,In
S92000003,2015,Count,People,122,11 years,Female,To-from Overseas,In
S92000003,2015,Count,People,401,18 years,Female,To-from Overseas,In
S92000003,2015,Count,People,987,19 years,Female,To-from Overseas,In
S92000003,2003,Count,People,1,88 years,Female,To-from Overseas,In
S92000003,2018,Count,People,5,89 years,Female,To-from Overseas,Out
S92000003,2003,Count,People,0,89 years,Female,To-from Overseas,In
S92000003,2018,Count,People,10,82 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,8,83 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,162,0 years,Female,To-from Overseas,In
S92000003,2018,Count,People,10,81 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,36,66 years,Female,To-from Overseas,Out
S92000003,2003,Count,People,6,90 years,Female,To-from Overseas,In
S92000003,2018,Count,People,47,59 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,43,60 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,16,90 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,50,58 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,55,54 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,51,53 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,8,84 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,57,52 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,44,57 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,50,55 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,4,85 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,6,88 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,5,87 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,19138,All,Female,To-from Overseas,In
S92000003,2018,Count,People,9,86 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,48,56 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,10768,All,Female,To-from Overseas,Out
S92000003,2015,Count,People,1155,20 years,Female,To-from Overseas,In
S92000003,2015,Count,People,1237,22 years,Female,To-from Overseas,In
S92000003,2015,Count,People,298,34 years,Female,To-from Overseas,In
S92000003,2015,Count,People,1174,24 years,Female,To-from Overseas,In
S92000003,2015,Count,People,338,33 years,Female,To-from Overseas,In
S92000003,2015,Count,People,127,7 years,Female,To-from Overseas,In
S92000003,2015,Count,People,421,31 years,Female,To-from Overseas,In
S92000003,2016,Count,People,2,89 years,Female,To-from Overseas,Out
S92000003,2016,Count,People,6,88 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,37,62 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,1394,23 years,Female,To-from Overseas,In
S92000003,2015,Count,People,219,37 years,Female,To-from Overseas,In
S92000003,2015,Count,People,237,35 years,Female,To-from Overseas,In
S92000003,2015,Count,People,1191,21 years,Female,To-from Overseas,In
S92000003,2015,Count,People,844,26 years,Female,To-from Overseas,In
S92000003,2015,Count,People,648,28 years,Female,To-from Overseas,In
S92000003,2015,Count,People,1036,25 years,Female,To-from Overseas,In
S92000003,2018,Count,People,30,67 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,38,61 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,490,30 years,Female,To-from Overseas,In
S92000003,2015,Count,People,259,36 years,Female,To-from Overseas,In
S92000003,2015,Count,People,369,32 years,Female,To-from Overseas,In
S92000003,2016,Count,People,23,90 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,687,27 years,Female,To-from Overseas,In
S92000003,2015,Count,People,550,29 years,Female,To-from Overseas,In
S92000003,2004,Count,People,1,87 years,Female,To-from Overseas,In
S92000003,2018,Count,People,73,17 years,Female,To-from Overseas,Out
S92000003,2004,Count,People,0,88 years,Female,To-from Overseas,In
S92000003,2018,Count,People,575,22 years,Female,To-from Overseas,Out
S92000003,2004,Count,People,144,3 years,Female,To-from Overseas,In
S92000003,2004,Count,People,146,0 years,Female,To-from Overseas,In
S92000003,2018,Count,People,84,0 years,Female,To-from Overseas,Out
S92000003,2004,Count,People,77,44 years,Female,To-from Overseas,In
S92000003,2004,Count,People,85,43 years,Female,To-from Overseas,In
S92000003,2004,Count,People,111,41 years,Female,To-from Overseas,In
S92000003,2004,Count,People,51,49 years,Female,To-from Overseas,In
S92000003,2004,Count,People,94,42 years,Female,To-from Overseas,In
S92000003,2004,Count,People,50,48 years,Female,To-from Overseas,In
S92000003,2004,Count,People,226,18 years,Female,To-from Overseas,In
S92000003,2004,Count,People,83,14 years,Female,To-from Overseas,In
S92000003,2004,Count,People,94,9 years,Female,To-from Overseas,In
S92000003,2004,Count,People,14274,All,Female,To-from Overseas,In
S92000003,2004,Count,People,118,16 years,Female,To-from Overseas,In
S92000003,2004,Count,People,979,21 years,Female,To-from Overseas,In
S92000003,2004,Count,People,154,17 years,Female,To-from Overseas,In
S92000003,2004,Count,People,664,26 years,Female,To-from Overseas,In
S92000003,2004,Count,People,756,25 years,Female,To-from Overseas,In
S92000003,2004,Count,People,155,2 years,Female,To-from Overseas,In
S92000003,2004,Count,People,77,10 years,Female,To-from Overseas,In
S92000003,2004,Count,People,65,13 years,Female,To-from Overseas,In
S92000003,2004,Count,People,218,1 year,Female,To-from Overseas,In
S92000003,2004,Count,People,38,58 years,Female,To-from Overseas,In
S92000003,2004,Count,People,47,55 years,Female,To-from Overseas,In
S92000003,2004,Count,People,41,52 years,Female,To-from Overseas,In
S92000003,2004,Count,People,55,54 years,Female,To-from Overseas,In
S92000003,2004,Count,People,27,66 years,Female,To-from Overseas,In
S92000003,2004,Count,People,24,67 years,Female,To-from Overseas,In
S92000003,2004,Count,People,36,57 years,Female,To-from Overseas,In
S92000003,2004,Count,People,275,32 years,Female,To-from Overseas,In
S92000003,2004,Count,People,272,33 years,Female,To-from Overseas,In
S92000003,2004,Count,People,70,47 years,Female,To-from Overseas,In
S92000003,2004,Count,People,51,50 years,Female,To-from Overseas,In
S92000003,2004,Count,People,58,51 years,Female,To-from Overseas,In
S92000003,2004,Count,People,167,36 years,Female,To-from Overseas,In
S92000003,2004,Count,People,7,90 years,Female,To-from Overseas,In
S92000003,2018,Count,People,103,18 years,Female,To-from Overseas,Out
S92000003,2004,Count,People,1,89 years,Female,To-from Overseas,In
S92000003,2004,Count,People,12,74 years,Female,To-from Overseas,In
S92000003,2004,Count,People,69,45 years,Female,To-from Overseas,In
S92000003,2004,Count,People,9,73 years,Female,To-from Overseas,In
S92000003,2004,Count,People,24,60 years,Female,To-from Overseas,In
S92000003,2004,Count,People,20,65 years,Female,To-from Overseas,In
S92000003,2004,Count,People,27,59 years,Female,To-from Overseas,In
S92000003,2004,Count,People,25,64 years,Female,To-from Overseas,In
S92000003,2018,Count,People,167,19 years,Female,To-from Overseas,Out
S92000003,2004,Count,People,42,53 years,Female,To-from Overseas,In
S92000003,2015,Count,People,2,83 years,Female,To-from Overseas,In
S92000003,2015,Count,People,10,76 years,Female,To-from Overseas,In
S92000003,2015,Count,People,4,84 years,Female,To-from Overseas,In
S92000003,2015,Count,People,5,82 years,Female,To-from Overseas,In
S92000003,2015,Count,People,8,80 years,Female,To-from Overseas,In
S92000003,2018,Count,People,36,65 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,3,81 years,Female,To-from Overseas,In
S92000003,2015,Count,People,8,77 years,Female,To-from Overseas,In
S92000003,2015,Count,People,4,86 years,Female,To-from Overseas,In
S92000003,2015,Count,People,13,75 years,Female,To-from Overseas,In
S92000003,2015,Count,People,2,87 years,Female,To-from Overseas,In
S92000003,2015,Count,People,2,85 years,Female,To-from Overseas,In
S92000003,2015,Count,People,2,88 years,Female,To-from Overseas,In
S92000003,2015,Count,People,87,13 years,Female,To-from Overseas,In
S92000003,2015,Count,People,30,65 years,Female,To-from Overseas,In
S92000003,2018,Count,People,67,51 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,35,63 years,Female,To-from Overseas,In
S92000003,2015,Count,People,113,14 years,Female,To-from Overseas,In
S92000003,2015,Count,People,115,10 years,Female,To-from Overseas,In
S92000003,2015,Count,People,38,62 years,Female,To-from Overseas,In
S92000003,2018,Count,People,31,68 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,42,63 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,36,64 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,72,46 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,62,48 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,68,47 years,Female,To-from Overseas,Out
S92000003,2004,Count,People,335,31 years,Female,To-from Overseas,In
S92000003,2004,Count,People,112,8 years,Female,To-from Overseas,In
S92000003,2004,Count,People,523,28 years,Female,To-from Overseas,In
S92000003,2004,Count,People,428,29 years,Female,To-from Overseas,In
S92000003,2004,Count,People,130,7 years,Female,To-from Overseas,In
S92000003,2004,Count,People,116,6 years,Female,To-from Overseas,In
S92000003,2004,Count,People,158,4 years,Female,To-from Overseas,In
S92000003,2004,Count,People,88,15 years,Female,To-from Overseas,In
S92000003,2004,Count,People,901,24 years,Female,To-from Overseas,In
S92000003,2004,Count,People,1007,22 years,Female,To-from Overseas,In
S92000003,2004,Count,People,592,27 years,Female,To-from Overseas,In
S92000003,2004,Count,People,1014,23 years,Female,To-from Overseas,In
S92000003,2004,Count,People,371,30 years,Female,To-from Overseas,In
S92000003,2015,Count,People,7,90 years,Female,To-from Overseas,In
S92000003,2015,Count,People,12,78 years,Female,To-from Overseas,In
S92000003,2018,Count,People,100,5 years,Female,To-from Overseas,Out
S92000003,2015,Count,People,1,89 years,Female,To-from Overseas,In
S92000003,2015,Count,People,9,79 years,Female,To-from Overseas,In
S92000003,2018,Count,People,116,4 years,Female,To-from Overseas,Out
S92000003,2004,Count,People,71,11 years,Female,To-from Overseas,In
S92000003,2004,Count,People,138,5 years,Female,To-from Overseas,In
S92000003,2004,Count,People,64,12 years,Female,To-from Overseas,In
S92000003,2018,Count,People,133,2 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,116,3 years,Female,To-from Overseas,Out
S92000003,2018,Count,People,139,1 year,Female,To-from Overseas,Out
S92000003,2014,Count,People,181,38 years,Female,To-from Overseas,In
S92000003,2014,Count,People,223,36 years,Female,To-from Overseas,In
S92000003,2014,Count,People,143,39 years,Female,To-from Overseas,In
S92000003,2014,Count,People,397,31 years,Female,To-from Overseas,In
S92000003,2014,Count,People,252,35 years,Female,To-from Overseas,In
